State,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA.ME,US,Waste ,N2O,0.041620147,0.04224346,0.043035185,0.043147928,0.044338369,0.044065307,0.044531556,0.044827114,0.046859437,0.047698059,0.048113462,0.047894566,0.047866853,0.046983317,0.045825614,0.045556053,0.046224462,0.04473174,0.042920229,0.041431864,0.041427584,0.040666139,0.041022304,0.04102984,0.041631166,0.042010484,0.04228661,0.042568457,0.043063281,0.042778175,0.042925427
USA.ME,US,Industrial Processes ,CO2,0.682207691,0.675843241,0.730518715,0.801866084,0.744739082,0.785983206,0.731087235,0.786707769,0.82549969,0.832723365,0.816236328,0.818244638,0.82301798,0.767764047,0.809054604,0.815769533,0.821191426,0.845883317,0.733023903,0.502985202,0.53841979,0.519332564,0.544494231,0.47276047,0.414027712,0.417850802,0.284614843,0.392399561,0.472120693,0.469819253,0.422049815
USA.ME,US,Total including LUCF,CO2,12.52502424,11.69015077,12.46523318,12.28847721,13.27040599,11.86374777,12.04576997,11.98436485,11.24236457,11.87710045,13.28468391,13.11118369,14.15530728,13.9932854,13.82014609,12.14028765,9.935227124,9.317043858,7.034840497,5.185469499,4.572873319,3.764859937,1.988087881,2.601716579,2.565024614,2.770183136,1.897137067,1.433788751,0.960338633,0.792526058,-0.175185356
USA.ME,US,Total including LUCF,CH4,0.738743845,0.757505704,0.765883886,0.784651302,0.791655341,0.755600318,0.771903357,0.773202131,0.710637824,0.72591493,0.727428418,0.862029333,0.745624349,0.616500574,0.628981062,0.704546912,0.722942664,0.757272035,0.693692289,0.608457099,0.621791952,0.623801186,0.600161037,0.632934982,0.619509431,0.692215752,0.628049049,0.632745932,0.654667696,0.665926578,0.610543954
USA.ME,US,Total including LUCF,N2O,0.697185739,0.706218997,0.726044664,0.758666331,0.727685687,0.745390869,0.780805133,0.841321376,0.863032131,0.861390509,0.755462156,0.786777846,0.793560366,0.790429349,0.81205573,0.859495083,0.875167519,0.884472789,0.876385853,0.755037191,0.649708928,0.528409559,0.514772161,0.527543383,0.482515833,0.509938867,0.480915432,0.468120274,0.472603637,0.48693998,0.453421308
USA.ME,US,Total including LUCF,F-Gas,0.18110772,0.175356037,0.179909817,0.212442771,0.242393713,0.323503052,0.376736402,0.421686661,0.455938689,0.468320785,0.442450883,0.414761818,0.41045107,0.431209984,0.446922301,0.462428887,0.492769254,0.514243554,0.535480215,0.579619579,0.590336364,0.683842004,0.579066759,0.636050689,0.536093554,0.534341733,0.528378992,0.518193003,0.522038984,0.535210659,0.545563614
USA.MD,US,Electricity/Heat ,CO2,26.36087553,25.99123886,25.28259771,27.49617436,28.26797174,27.39568838,27.90337054,27.92211448,31.14067745,32.05608076,31.21541425,30.54722818,30.99738033,31.93305313,31.15238928,32.43011438,29.66538502,30.4706586,28.16990888,24.58288513,25.17023351,22.25584221,19.18414492,17.53713906,19.22891547,16.84189349,17.32460563,11.96745636,16.33729854,11.79890858,9.21768786
USA.MD,US,Residential,CO2,6.202703868,6.263653903,6.722499968,7.078810176,7.026939618,6.910032485,7.782485075,7.052703445,6.260466294,6.660940819,7.18705276,6.479982933,6.746579409,7.436046669,7.138477741,7.176674326,5.899534144,6.493629139,6.338503168,6.467004131,6.564900312,5.909834017,5.218380552,6.213244182,6.971075236,6.561194912,5.502206206,5.377066472,6.30566625,5.75124958,5.518951952
USA.MD,US,Commercial,CO2,2.936092573,3.535215371,4.0270197,3.901346682,4.277317433,4.7943978,4.282004666,4.216696301,4.685451288,4.51816155,4.687197813,4.841536643,4.855364769,5.313653154,5.165865643,4.988516628,4.558990771,4.652907306,4.663591805,4.752989761,4.565433148,4.566942564,4.379312852,4.709574893,5.066938437,5.303032305,5.114436519,5.186436158,5.572964432,5.619466662,5.130197889
USA.MD,US,Industry,CO2,8.069208639,6.931682355,6.681580799,6.624352713,6.744908387,6.48802763,6.958400826,7.166713,6.804843286,6.67422548,6.336310864,8.108885843,7.807994757,7.497918033,8.469962515,8.094381296,5.739668801,5.166027357,5.027003691,4.24187336,4.076588288,3.963336077,3.547280488,2.930465795,3.034043688,2.861186362,2.640377861,2.599267873,2.640071999,2.67629976,2.418717227
USA.MD,US,Transportation ,CO2,22.88852891,23.4155281,23.93539205,23.84884243,23.88047314,24.18047607,24.85021589,25.54310204,26.09596235,27.6288343,28.10519189,28.23758532,27.91060904,29.28419357,30.37357787,31.10127429,31.06725654,30.70900873,29.35265084,30.60158838,29.82187443,29.06938285,28.97350756,29.17258184,28.7999527,29.55532463,28.75976358,28.64426482,29.51596233,29.74948851,24.8150668
USA.MD,US,Land-Use Change and Forestry ,CO2,-6.988011939,-6.934596103,-6.861255654,-6.778789641,-6.807874827,-6.611690193,-6.604513521,-6.468490934,-6.444834136,-6.463626249,-6.546610544,-6.495592882,-6.510298168,-6.416628935,-6.375556284,-6.413280902,-6.504666042,-6.455128577,-6.467040302,-6.472577566,-6.413910406,-6.497397757,-6.531083783,-6.396077206,-6.338172939,-6.35424447,-6.352488754,-6.244331824,-6.205619601,-6.113873648,-6.219686763
USA.MD,US,Fugitive Emissions ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MD,US,Agriculture ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MD,US,Waste ,CO2,0.455010867,0.358795696,0.345214237,0.501748311,0.518827761,0.440454017,0.458847917,0.591411995,0.70082087,0.708235665,0.705866792,0.894547141,1.010658314,0.973858875,0.932316509,0.919944408,0.850731129,0.825310476,0.854097413,0.528655526,0.577726938,0.591099071,0.598367454,0.616302212,0.634453986,0.652254125,0.674806423,0.681055318,0.719326015,0.719326015,0.719326015
USA.MD,US,Bunker Fuels ,CO2,0.759864104,0.621512217,0.698337963,0.575795106,0.508920631,0.584440198,0.601266494,0.653617501,0.885247876,0.793602654,0.656352966,0.527767093,0.416379694,0.430916842,0.74755977,0.846104838,0.877548208,0.630696324,0.663731051,0.481495604,0.97647204,0.876441139,0.857796562,0.829083615,0.822820589,0.868843028,0.888252533,0.969320846,1.058974059,1.016636606,0.748858928
USA.MD,US,Electricity/Heat ,CH4,0.009759724,0.009844882,0.008711521,0.010226635,0.010400378,0.008414554,0.008516749,0.008622537,0.010639093,0.011429251,0.009980141,0.010112037,0.009764002,0.010592386,0.010215163,0.010942924,0.008349504,0.008829309,0.007849493,0.006833666,0.007116187,0.006206708,0.00560679,0.004962911,0.005539656,0.004967701,0.005164489,0.003732812,0.005453406,0.004135296,0.003450007
USA.MD,US,Residential,CH4,0.074661402,0.077057962,0.080203423,0.108061983,0.103903713,0.109488911,0.109095349,0.085542517,0.076134273,0.0785244,0.08491565,0.060498535,0.060018115,0.064034823,0.065240738,0.052156986,0.045300984,0.049591682,0.05241403,0.088099269,0.093567567,0.089426096,0.075273105,0.096672135,0.099758459,0.058448213,0.047719733,0.047461395,0.058078628,0.053885181,0.046833788
USA.MD,US,Commercial,CH4,0.018284187,0.015987314,0.021515875,0.025963798,0.026717164,0.028037617,0.027372281,0.025628007,0.025044093,0.024562115,0.02688075,0.023644179,0.022445354,0.024041472,0.024951677,0.023697223,0.023358782,0.023587491,0.024788092,0.029269447,0.028031796,0.027944553,0.026393899,0.028471313,0.029507417,0.026575001,0.025877284,0.022453545,0.025031779,0.024244609,0.023086022
USA.MD,US,Industry,CH4,0.02485732,0.023288686,0.014565154,0.014785239,0.014954847,0.015495004,0.016772193,0.016343307,0.015964689,0.016243428,0.015880467,0.015840328,0.015755383,0.019366408,0.020588454,0.020054721,0.016754125,0.015872185,0.015314952,0.012960041,0.013910038,0.012125014,0.011665359,0.010117469,0.010193291,0.009419658,0.009334249,0.008789584,0.008795252,0.006006447,0.003462604
USA.MD,US,Transportation ,CH4,0.117239525,0.11505855,0.112426186,0.10900419,0.104949843,0.102537101,0.09990514,0.095823502,0.094504405,0.079815738,0.07350154,0.074307802,0.070361966,0.067188964,0.06609047,0.063557445,0.059092679,0.057680651,0.054196272,0.05051226,0.04664843,0.044786121,0.040221287,0.040713892,0.039749722,0.030943576,0.031067397,0.030092601,0.029145372,0.030356843,0.02733212
USA.MD,US,Fugitive Emissions ,CH4,0.285291771,0.295842107,0.256661213,0.123968154,0.126117004,0.124688724,0.133821892,0.137277183,0.129075751,0.116107931,0.165726118,0.169682161,0.198489001,0.193667138,0.202781907,0.207134626,0.213848393,0.131339188,0.16148365,0.136483737,0.146567529,0.160817611,0.121270736,0.103344684,0.104383017,0.006576691,0.006482276,0.005982653,0.005794923,0.00571373,0.00563626
USA.MD,US,Agriculture ,CH4,0.763185966,0.77623383,0.743895685,0.780264088,0.73894936,0.742742904,0.715916646,0.671949429,0.667204675,0.668751616,0.664764653,0.626841956,0.656828175,0.64799297,0.617591178,0.630170069,0.62689609,0.608138046,0.576002818,0.575838535,0.581435032,0.589129272,0.624131175,0.57860266,0.556349374,0.585955149,0.596300471,0.584910096,0.61129402,0.567858135,0.541626773
USA.MD,US,Land-Use Change and Forestry ,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MD,US,Fugitive Emissions ,All GHG,0.285291771,0.295842107,0.256661213,0.123968154,0.126117004,0.124688724,0.133821892,0.137277183,0.129075751,0.116107931,0.165726118,0.169682161,0.198489001,0.193667138,0.202781907,0.207134626,0.213848393,0.131339188,0.16148365,0.136483737,0.146567529,0.160817611,0.121270736,0.103344684,0.104383017,0.006576691,0.006482276,0.005982653,0.005794923,0.00571373,0.00563626
USA.MD,US,Transportation ,All GHG,23.79739025,24.36290396,24.91040309,24.87850952,24.92761286,25.25165507,25.94750167,26.63878934,27.19731079,28.64976534,29.09841996,29.2271834,28.86788424,30.21768367,31.24636841,31.92832179,31.84117839,31.44617977,30.03535748,31.2223451,30.40458978,29.63695488,29.48168264,29.66036719,29.27080043,29.92233184,29.11236603,28.97361097,29.82426535,30.07511194,25.07881117
USA.MD,US,Industry,All GHG,8.137436252,6.995465373,6.721222172,6.664632416,6.785716072,6.530002445,7.004060123,7.21064276,6.848694545,6.718666787,6.379571981,8.153530473,7.852229333,7.551637338,8.527294198,8.1500972,5.785633718,5.209440423,5.068852924,4.277014401,4.114108017,3.996311273,3.578943924,2.957844298,3.061647224,2.88665447,2.665482582,2.622918619,2.663755634,2.692720688,2.428435668
USA.MD,US,Residential,All GHG,6.294491139,6.358139543,6.821057556,7.21015399,7.153301857,7.041949293,7.915500857,7.157755432,6.353994078,6.757364366,7.29090102,6.555477042,6.821318783,7.51575839,7.219312675,7.242459627,5.956380653,6.555428489,6.403617354,6.573580721,6.677972924,6.017428926,5.308865651,6.329143983,7.0912383,6.633417742,5.560672692,5.435046504,6.376721255,5.816834471,5.576396572
USA.MD,US,Commercial,All GHG,2.960786308,3.55704277,4.055628103,3.93477364,4.312372643,4.833009295,4.31771645,4.249951576,4.718165066,4.549907682,4.722366008,4.872792246,4.88449873,5.344895411,5.198179035,5.018892686,4.588942166,4.682498561,4.694690246,4.789519382,4.600340108,4.601773467,4.412215163,4.744743911,5.103549375,5.337122062,5.147364161,5.215394149,5.60516832,5.650947939,5.160036165
USA.MD,US,Electricity/Heat ,All GHG,26.48151837,26.10944346,25.40043856,27.62452508,28.3992055,27.52543269,28.037074,28.05502177,31.28574376,32.2040774,31.36052148,30.69065529,31.14272143,32.08383023,31.29941851,32.58097578,29.80653347,30.61494723,28.3042694,24.69996949,25.28748199,22.36099774,19.26800345,17.61808342,19.31884274,16.91593481,17.39896131,12.01519206,16.39622791,11.83592765,9.242157737
USA.MD,US,Bunker Fuels ,All GHG,0.759864104,0.621512217,0.698337963,0.575795106,0.508920631,0.584440198,0.601266494,0.653617501,0.885247876,0.793602654,0.656352966,0.527767093,0.416379694,0.430916842,0.74755977,0.846104838,0.877548208,0.630696324,0.663731051,0.481495604,0.97647204,0.876441139,0.857796562,0.829083615,0.822820589,0.868843028,0.888252533,0.969320846,1.058974059,1.016636606,0.748858928
USA.MD,US,Land-Use Change and Forestry ,All GHG,-6.988011939,-6.934596103,-6.861255654,-6.778789641,-6.807874827,-6.611690193,-6.604513521,-6.468490934,-6.444834136,-6.463626249,-6.546610544,-6.495592882,-6.510298168,-6.416628935,-6.375556284,-6.413280902,-6.504666042,-6.455128577,-6.467040302,-6.472577566,-6.413910406,-6.497397757,-6.531083783,-6.396077206,-6.338172939,-6.35424447,-6.352488754,-6.244331824,-6.205619601,-6.113873648,-6.219686763
USA.MD,US,Waste ,All GHG,4.652785103,4.524064328,4.562712574,4.754102554,4.722638088,4.628609799,4.383458883,4.513665126,4.32944256,4.33089692,4.166960751,4.613616749,4.845457329,4.855094486,4.762829716,4.796018431,4.936211469,4.8664463,4.82530802,4.433611719,4.265604239,4.04104579,3.778115638,3.772003457,4.017086166,4.058686109,3.963146264,3.958533105,3.989786202,4.317574194,4.117814784
USA.MD,US,Agriculture ,All GHG,2.637368538,2.681031828,2.696708705,2.721060712,2.574553655,2.553091322,2.68386386,2.400255365,2.277004813,2.363565182,2.677169934,2.453449,2.146710359,2.273545956,2.503726078,2.229452467,2.09305335,2.023526204,2.050276267,2.031074218,1.889061608,2.034707796,2.128092428,2.141029805,2.125784335,2.013645978,1.965954403,2.023152492,2.052928978,2.043751632,2.010393416
USA.MD,US,Industrial Processes ,All GHG,1.844095415,1.834104479,1.741216903,1.555407972,1.684400145,1.933242287,2.40433611,3.425160178,3.493329808,3.492787786,3.636081393,3.558139192,3.90433717,3.886863703,4.343268465,4.247419708,4.373065686,4.591506315,3.831608161,3.646406645,3.379832114,3.821166032,3.493736962,3.837980708,3.447422598,3.47554232,3.446688567,3.473470395,3.400931779,3.516303598,3.552807109
USA.MD,US,Energy ,All GHG,67.9569141,67.67883722,68.16541069,70.4365628,71.70432593,71.30673752,73.35567499,73.44943805,76.53298399,78.99588951,79.01750657,79.66932061,79.76714151,82.90747218,83.69335473,85.12788171,78.19251679,78.63983366,74.66827105,71.69891282,71.23106035,66.7742839,62.17098156,61.41352749,63.95046108,61.70203761,59.89132906,54.26814495,60.87193339,56.07725642,47.49147357
USA.MD,US,Total excluding LUCF,F-Gas,0.676863448,0.68724421,0.694173752,0.726697571,0.798716453,1.021420321,1.184850301,1.324530745,1.423648656,1.573346148,1.66415662,1.711120529,1.821475968,1.896380275,1.946718377,2.013025742,2.096371785,2.205479892,2.323718988,2.599999607,2.425190219,2.81160896,2.394014397,2.711210472,2.303821857,2.344500318,2.357723682,2.348313725,2.360053163,2.4168667,2.453903193
USA.MD,US,Total excluding LUCF,N2O,3.000469565,3.064437832,3.132842611,3.199112526,3.123114435,3.125263008,3.319177462,3.078235449,2.98043151,3.005606979,3.302561801,3.110719066,2.752000526,2.881063848,3.082319431,2.748894381,2.552319076,2.466113252,2.462493759,2.364820057,2.187023874,2.294510221,2.276209667,2.314074295,2.318642619,2.061843201,1.987039791,2.007928476,2.006122332,2.028545396,1.945064652
USA.MD,US,Total excluding LUCF,CH4,5.334177785,5.323381257,5.297684896,5.261338867,5.161965165,5.154099242,4.868495361,4.792381837,4.470778307,4.438266065,4.322041075,4.515901236,4.678722049,4.716325335,4.645001525,4.6935529,4.887896124,4.746151312,4.675605783,4.623782412,4.421945685,4.199090473,3.899986134,3.833178476,4.03930944,3.937640678,3.817193715,3.786355072,3.817236679,4.095297746,3.854669379
USA.MD,US,Total excluding LUCF,CO2,68.07965235,67.64297455,68.04134762,70.27998507,71.60212177,71.12089835,73.45481072,74.59337069,77.7579027,80.16592021,80.20895915,80.95678472,81.41144783,84.42920686,85.62913965,86.94529929,80.05826031,80.70356802,75.91364497,72.22140333,71.73139853,67.36599386,63.00071639,62.30607822,64.87898026,62.90592782,61.1051611,55.58070367,62.13216818,57.414176,48.91885166
USA.MD,US,Total including LUCF,All GHG,70.10315121,69.78344175,70.30479322,72.68834439,73.878043,73.80999073,76.22282032,77.32002779,80.18792703,82.71951315,82.9511081,83.79893267,84.1533482,87.50634738,88.9276227,89.98749141,83.09018125,83.6661839,78.90842319,75.33742784,74.3516479,70.17380576,65.0398428,64.76846425,67.20258124,64.89566754,62.91462954,57.47896912,64.10996075,59.84101219,50.95280212
USA.MD,US,Total excluding LUCF,All GHG,77.09116315,76.71803785,77.16604888,79.46713403,80.68591782,80.42168092,82.82733384,83.78851872,86.63276117,89.1831394,89.49771864,90.29452555,90.66364637,93.92297632,95.30317899,96.40077232,89.59484729,90.12131248,85.3754635,81.81000541,80.76555831,76.67120351,71.57092659,71.16454146,73.54075418,71.24991201,69.26711829,63.72330095,70.31558035,65.95488584,57.17248888
USA.MD,US,Industrial Processes ,F-Gas,0.676863448,0.68724421,0.694173752,0.726697571,0.798716453,1.021420321,1.184850301,1.324530745,1.423648656,1.573346148,1.66415662,1.711120529,1.821475968,1.896380275,1.946718377,2.013025742,2.096371785,2.205479892,2.323718988,2.599999607,2.425190219,2.81160896,2.394014397,2.711210472,2.303821857,2.344500318,2.357723682,2.348313725,2.360053163,2.4168667,2.453903193
USA.MD,US,Industrial Processes ,N2O,0.0007035,0.0007035,0.00090675,0.00070525,0.00070875,0.0007105,0.000816,0.00081,0.000814,0.000818,0.000714,0.000714,0.00051125,0.0007175,0.00071925,0.0007175,0.0007175,0.0007175,0.0007175,0.0007175,0.0007175,0.0007175,0.0007175,0.0007175,0.0005125,0.0005125,0.0005125,0.0001025,0,0,0
USA.MD,US,Waste ,CH4,4.040897891,4.010067927,4.05970584,4.089064779,4.035972856,4.022694428,3.757095112,3.751195356,3.452211328,3.442831587,3.280391757,3.534974238,3.645060054,3.689441175,3.637541937,3.685838907,3.894295568,3.851112759,3.783556476,3.723785458,3.504669107,3.268655099,2.995423783,2.970293411,3.193828505,3.214754689,3.095247816,3.082932387,3.073643301,3.403097505,3.203241805
USA.MD,US,Industrial Processes ,CH4,0.039320766,0.025978644,0.019151526,0.015355474,0.01310533,0.011680551,0.01071406,0.01001314,0.009473855,0.009038475,0.008673793,0.008359911,0.008084333,0.007838818,0.007617655,0.007416708,0.007232858,0.007063682,0.006907244,0.006761967,0.006626547,0.006499888,0.006381063,0.00626928,0.006163853,0.006064191,0.005969776,0.005880153,0.005794923,0.00571373,0.00563626
USA.MD,US,Electricity/Heat ,N2O,0.110883115,0.10835972,0.109129328,0.118124086,0.120833389,0.121329755,0.125186713,0.124284756,0.134427213,0.136567395,0.13512709,0.133315077,0.135577094,0.140184716,0.136814059,0.139918474,0.132798944,0.135459327,0.126511022,0.11025069,0.110132289,0.098948823,0.07825174,0.075981453,0.08438761,0.069073623,0.069191193,0.044002886,0.053475969,0.032883779,0.021019871
USA.MD,US,Residential,N2O,0.017125869,0.017427678,0.018354166,0.023281831,0.022458526,0.022427897,0.023920433,0.01950947,0.017393512,0.017899147,0.018932611,0.014995575,0.01472126,0.015676898,0.015594197,0.013628315,0.011545524,0.012207668,0.012700155,0.01847732,0.019505045,0.018168813,0.015211994,0.019227666,0.020404605,0.013774618,0.010746753,0.010518637,0.012976377,0.011699709,0.010610832
USA.MD,US,Commercial,N2O,0.006409548,0.005840085,0.007092528,0.00746316,0.008338046,0.010573877,0.008339503,0.007627268,0.007669686,0.007184017,0.008287446,0.007611424,0.006688607,0.007200786,0.007361715,0.006678836,0.006592612,0.006003764,0.00631035,0.007260174,0.006875164,0.006886351,0.006508412,0.006697705,0.007103521,0.007514755,0.007050358,0.006504446,0.007172109,0.007236668,0.006752254
USA.MD,US,Transportation ,N2O,0.791621822,0.832317314,0.862584852,0.920662897,0.94218987,0.968641895,0.997380641,0.99986379,1.006844032,0.941115307,0.919726522,0.915290275,0.886913228,0.866301129,0.806700061,0.76349006,0.714829172,0.679490388,0.62851037,0.570244455,0.536066914,0.522785907,0.467953791,0.447071458,0.431098001,0.336063632,0.321535059,0.299253549,0.279157648,0.295266589,0.236412251
USA.MD,US,Industry,N2O,0.043370293,0.040494332,0.02507622,0.025494464,0.025852839,0.026479812,0.028887104,0.027586453,0.027886569,0.028197878,0.02738065,0.028804302,0.028479193,0.034352898,0.036743229,0.035661183,0.029210792,0.027540882,0.026534281,0.022181001,0.023609691,0.020850182,0.019998077,0.017261033,0.017410245,0.01604845,0.015770472,0.014861162,0.014888383,0.01041448,0.006255837
USA.MD,US,Fugitive Emissions ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MD,US,Agriculture ,N2O,1.874182572,1.904797999,1.952813021,1.940796624,1.835604295,1.810348418,1.967947214,1.728305936,1.609800137,1.694813566,2.012405281,1.826607044,1.489882184,1.625552986,1.8861349,1.599282398,1.46615726,1.415388157,1.474273449,1.455235683,1.307626576,1.445578524,1.503961253,1.562427145,1.569434961,1.427690828,1.369653931,1.438242396,1.441634958,1.475893497,1.468766643
USA.MD,US,Land-Use Change and Forestry ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MD,US,Waste ,N2O,0.156876345,0.155200706,0.157792497,0.163289464,0.167837471,0.165461354,0.167515855,0.171057775,0.176410362,0.179829669,0.180702203,0.184095371,0.189738961,0.191794436,0.19297127,0.190235116,0.191184772,0.190023065,0.187654132,0.181170734,0.183208194,0.181291621,0.1843244,0.185407834,0.188803675,0.191677294,0.193092025,0.1945454,0.196816887,0.195150674,0.195246964
USA.MD,US,Industrial Processes ,CO2,1.167231967,1.146860269,1.047043152,0.828710401,0.885683692,0.911821966,1.219485809,2.100629434,2.069681152,1.919441639,1.971924773,1.847018663,2.082861202,1.990483427,2.396550088,2.234393966,2.276693901,2.386026424,1.507889173,1.046407038,0.954641895,1.009557072,1.099722565,1.126770236,1.143600741,1.131042002,1.088964885,1.125156671,1.040878616,1.099436898,1.098903916
USA.MD,US,Total including LUCF,CO2,61.09164042,60.70837845,61.18009196,63.50119543,64.79424694,64.50920816,66.8502972,68.12487976,71.31306856,73.70229396,73.6623486,74.46119184,74.90114966,78.01257793,79.25358337,80.53201839,73.55359427,74.24843945,69.44660466,65.74882576,65.31748812,60.8685961,56.46963261,55.91000101,58.54080732,56.55168335,54.75267235,49.33637185,55.92654858,51.30030235,42.69916489
USA.MD,US,Total including LUCF,CH4,5.334177785,5.323381257,5.297684896,5.261338867,5.161965165,5.154099242,4.868495361,4.792381837,4.470778307,4.438266065,4.322041075,4.515901236,4.678722049,4.716325335,4.645001525,4.6935529,4.887896124,4.746151312,4.675605783,4.623782412,4.421945685,4.199090473,3.899986134,3.833178476,4.03930944,3.937640678,3.817193715,3.786355072,3.817236679,4.095297746,3.854669379
USA.MD,US,Total including LUCF,N2O,3.000469565,3.064437832,3.132842611,3.199112526,3.123114435,3.125263008,3.319177462,3.078235449,2.98043151,3.005606979,3.302561801,3.110719066,2.752000526,2.881063848,3.082319431,2.748894381,2.552319076,2.466113252,2.462493759,2.364820057,2.187023874,2.294510221,2.276209667,2.314074295,2.318642619,2.061843201,1.987039791,2.007928476,2.006122332,2.028545396,1.945064652
USA.MD,US,Total including LUCF,F-Gas,0.676863448,0.68724421,0.694173752,0.726697571,0.798716453,1.021420321,1.184850301,1.324530745,1.423648656,1.573346148,1.66415662,1.711120529,1.821475968,1.896380275,1.946718377,2.013025742,2.096371785,2.205479892,2.323718988,2.599999607,2.425190219,2.81160896,2.394014397,2.711210472,2.303821857,2.344500318,2.357723682,2.348313725,2.360053163,2.4168667,2.453903193
USA.MA,US,Electricity/Heat ,CO2,25.25665929,25.90856985,24.41890427,21.95658183,22.29565025,21.41906993,20.86812504,26.14570796,26.73823302,23.99120055,22.1595428,21.95039837,22.89527408,24.98280361,23.71462929,24.4867171,21.582108,23.63906689,20.145889,17.55904307,18.24946662,14.31531332,12.0979256,12.63692865,10.7708396,11.30789275,10.7012177,10.2718769,7.645333748,6.223017209,5.742448796
USA.MA,US,Residential,CO2,15.09294159,14.30385553,16.40539721,16.52261,16.34944526,14.75506573,14.54968911,14.37998218,13.19529304,14.01312958,15.5886346,15.947227,15.86087691,16.34033965,14.9361284,14.85657381,12.80114428,13.50520184,14.37393961,13.83351756,13.56331492,13.61637164,11.79152463,12.33927118,13.63764034,13.57200893,11.3980712,12.36923793,13.34638414,13.65846559,12.16100019
USA.MA,US,Commercial,CO2,8.393472007,9.174617306,8.931909355,7.98715168,8.85732483,8.951898925,9.051834164,9.441466191,8.07242977,6.190070134,6.763014925,5.745827398,5.86438014,7.086223194,6.512483214,6.663806452,5.001435974,5.337317865,5.583369242,5.779960601,6.703732988,6.316000688,5.224365702,6.745888747,7.135377945,7.543143203,6.961940428,7.30430351,7.848659093,8.033355062,7.23845295
USA.MA,US,Industry,CO2,5.114671228,4.526986015,6.204301327,6.36346126,5.493008307,4.808619821,4.761629695,4.84664072,4.65115238,5.337035165,5.207593849,6.301901314,6.159823409,4.133199373,4.006000487,4.260528042,4.058766195,3.958240107,3.675637247,2.960564007,3.452706955,3.64418143,3.158501729,3.330080142,3.233794987,3.238052953,3.123620608,3.209217646,3.186286768,3.2284151,3.01974286
USA.MA,US,Transportation ,CO2,27.55414198,26.46834984,26.43956529,26.7101824,27.02335727,27.60215288,28.4191846,28.87678721,29.43073046,30.15854196,31.25275858,30.83768533,31.038425,31.34538826,32.69806983,32.70410623,31.78303689,32.14578088,31.28811798,29.24705492,29.52672311,29.5210144,28.92433549,30.17493678,28.7889957,29.64684366,30.26527909,29.70905177,30.20858717,30.19890475,23.36517995
USA.MA,US,Land-Use Change and Forestry ,CO2,-7.628060919,-7.625609465,-7.703868217,-7.891140637,-7.775643368,-7.894589366,-7.805888544,-7.990127939,-8.034367083,-8.034085198,-7.91730203,-8.011623356,-8.002018495,-8.061167402,-8.110578272,-8.151936358,-8.142294378,-8.251284254,-8.325649478,-8.467927494,-8.606567456,-8.554624509,-8.57414004,-8.7839534,-8.915759897,-8.950677892,-8.839345323,-8.844779415,-8.952762805,-8.987066692,-8.873491599
USA.MA,US,Fugitive Emissions ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MA,US,Agriculture ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.MA,US,Waste ,CO2,1.74718225,1.322619428,1.259828897,1.413621328,1.405520021,1.452038986,1.518558679,1.554683926,1.628855244,1.796793882,1.57164597,1.677521,1.764583673,1.773591165,1.835268659,2.02337053,2.09855965,2.011556806,2.054819129,1.271859008,1.389916824,1.422087995,1.439574541,1.482722643,1.526392853,1.569217085,1.623474237,1.63850806,1.730581117,1.730581117,1.730581117
USA.MA,US,Bunker Fuels ,CO2,1.388484337,1.219810907,1.093012156,1.06202425,0.909336087,0.83079289,1.358800995,1.332313047,0.805332176,0.849263659,1.018748349,0.831670832,0.744506385,0.691071117,0.87770779,1.189424858,1.08238588,1.041485622,1.453146371,0.887855406,1.201046459,1.231964912,1.214713869,1.22411375,1.314044494,1.384831753,1.594120615,1.767173756,1.779579719,1.881683008,0.650066584
USA.MA,US,Electricity/Heat ,CH4,0.015669302,0.016014031,0.015561707,0.013931616,0.013474871,0.011587509,0.011245308,0.015475929,0.017865949,0.014398829,0.012811532,0.01272993,0.012083,0.013749112,0.012998704,0.013026707,0.01012157,0.011109472,0.009407962,0.007812136,0.007917314,0.006874022,0.006185887,0.0060921,0.006362705,0.006436321,0.006205835,0.006134605,0.005042411,0.004144341,0.004083282
